Date,Airline,Port_Country,Passengers_In,Freight_In_(tonnes),Mail_In_(tonnes),Passengers_Out,Freight_Out_(tonnes),Mail_Out_(tonnes),Year,Month_num,Flight_num
1/10/2007,British Airways,UK,10620,455.084,81.556,7552,87.918,0,2007,10,A135
1/10/2007,China Airlines,Taiwan,7776,193.718,10.593,6759,46.383,0.088,2007,10,A088
1/10/2007,China Eastern Airlines,China,6642,213.776,8.242,5466,42.465,1.465,2007,10,A091
1/10/2007,China Southern Airlines,China,6024,287.247,22.291,4669,16.786,2.099,2007,10,A095
1/10/2007,Emirates,New Zealand,26648,1182.746,6.074,25111,1088.709,0,2007,10,A109
1/10/2007,Emirates,Singapore,1619,201.265,25.696,1199,438.71,0,2007,10,A109
1/10/2007,Emirates,Thailand,908,61.845,0,811,5.765,0,2007,10,A109
1/10/2007,Emirates,United Arab Emirates,59327,1772.703,119.854,32674,1723.262,0.426,2007,10,A109
1/10/2007,Etihad Airways,Singapore,1910,0,0,1715,0,0,2007,10,A111
1/10/2007,Etihad Airways,United Arab Emirates,8073,270.596,8.237,5099,415.159,33.043,2007,10,A111
1/10/2007,Eva Air,Taiwan,2896,143.631,3.182,2524,64.816,2.174,2007,10,A112
1/10/2007,Garuda Indonesia,Indonesia,19256,369.576,6.222,17592,119.893,0.183,2007,10,A121
1/10/2007,Hawaiian Airlines,USA,3031,17.013,3.901,2406,67.759,0,2007,10,A134
1/10/2007,Korean Air,Korea,14671,1029.829,97.098,11084,582.88,6.374,2007,10,A159
1/10/2007,Malaysia Airlines,Malaysia,51596,3754.746,11.385,39918,1151.128,0,2007,10,A186
1/10/2007,Philippine Airlines,Philippines,3571,104.023,6.35,2899,26.737,0,2007,10,A199
1/10/2007,Qantas Airways,Bahrain,0,0,0,0,104.1,0,2007,10,A201
1/10/2007,Qantas Airways,China,9677,518.271,0,7271,125.807,2.352,2007,10,A201
1/10/2007,Qantas Airways,Fiji,0,0,0,0,0,0,2007,10,A201
1/10/2007,Qantas Airways,Germany,4261,457.543,3.012,3610,13.283,43.872,2007,10,A201
1/10/2007,Qantas Airways,Hong Kong,29254,1679.485,24.833,22041,454.95,51.864,2007,10,A201
1/10/2007,Qantas Airways,India,3237,25.886,0,2273,111.821,4.471,2007,10,A201
1/10/2007,Qantas Airways,Indonesia,7764,108.742,14.109,6979,134.082,2.921,2007,10,A201
1/10/2007,Qantas Airways,Japan,30948,769.327,157.033,25391,671.221,90.771,2007,10,A201
1/10/2007,Qantas Airways,New Caledonia,2169,2.348,0.215,1749,16.728,1.531,2007,10,A201
1/10/2007,Qantas Airways,New Zealand,54136,1349.932,3.183,58685,1911.35,218.833,2007,10,A201
1/10/2007,Qantas Airways,Philippines,3573,71.342,5.066,3173,64.671,2.059,2007,10,A201
1/10/2007,Qantas Airways,Singapore,47598,1783.776,85.255,36196,1706.174,144.353,2007,10,A201
1/10/2007,Qantas Airways,South Africa,6865,160.314,5.252,5086,38.274,13.7,2007,10,A201
1/10/2007,Qantas Airways,Thailand,5598,174.829,22.29,3793,55.711,14.449,2007,10,A201
1/10/2007,Qantas Airways,UK,22389,511.46,64.359,16803,186.367,169.835,2007,10,A201
1/10/2007,Qantas Airways,United Arab Emirates,0,0,0,0,0,0,2007,10,A201
1/10/2007,Qantas Airways,USA,51685,2123.096,300.192,41429,766.304,180.723,2007,10,A201
1/10/2007,Singapore Airlines,New Zealand,0,77.868,0,0,419.938,0,2007,10,A225
1/10/2007,Singapore Airlines,Singapore,117310,5367.464,114.063,90404,4293.5,1.324,2007,10,A225
1/10/2007,South African Airways,South Africa,4736,70.365,6.179,3814,138.799,1.992,2007,10,A231
1/10/2007,United Airlines,USA,19627,52.435,185.499,14678,554.337,7.126,2007,10,A262
1/10/2007,Vietnam Airlines,Vietnam,9371,277.672,0,6633,28.205,0,2007,10,A267
1/10/2007,Virgin Atlantic Airways,Hong Kong,3250,555.541,0,3070,175.468,0,2007,10,A272
1/10/2007,Virgin Atlantic Airways,UK,5034,7.416,0,2887,26.336,0,2007,10,A272
1/10/2007,Virgin Australia,Fiji,7154,18.433,0,6663,23.627,0,2007,10,A273
1/10/2007,Virgin Australia,New Zealand,18715,61.43,0,19761,37.77,0,2007,10,A273
1/10/2007,Virgin Australia,Tonga,1106,1.651,0,1020,1.415,0,2007,10,A273
1/10/2007,Virgin Australia,Vanuatu,1461,0,0,1302,5.631,0,2007,10,A273
1/11/2007,Aerolineas Argentinas,Argentina,1584,11.017,0.5,1977,6.794,0,2007,11,A007
1/11/2007,Aerolineas Argentinas,New Zealand,1049,41.568,0,1039,59.813,0,2007,11,A007
1/11/2007,Air Canada,Canada,3057,24.646,0,3108,6.512,0,2007,11,A016
1/11/2007,Air Canada,USA,985,130.018,4.221,883,162.305,0.001,2007,11,A016
1/11/2007,Air China,China,6196,195.158,10.924,5831,69.057,2.078,2007,11,A020
1/11/2007,Air Mauritius,Mauritius,2425,138.073,0.418,2159,83.894,0,2007,11,A040
1/11/2007,Air New Zealand,China,0,0,0,0,31.946,0,2007,11,A042
1/11/2007,Air New Zealand,Cook Islands,36,0,0,60,0,0,2007,11,A042
1/11/2007,Air New Zealand,Germany,0,13.69,0,0,0,0,2007,11,A042
1/11/2007,Air New Zealand,New Zealand,86848,2374.401,209.831,89823,1942.666,11.196,2007,11,A042
1/11/2007,Air New Zealand,USA,0,499.282,0,463,0.66,0,2007,11,A042
1/11/2007,Asiana Airlines,Korea,7473,239.713,31.089,7944,85.767,0,2007,11,A070
1/11/2007,British Airways,Singapore,2455,121.346,0,2173,287.912,0,2007,11,A135
1/11/2007,British Airways,Thailand,3853,50.916,0,3753,29.902,0,2007,11,A135
1/11/2007,British Airways,UK,8782,443.843,92.062,7416,99.924,0,2007,11,A135
1/11/2007,China Airlines,Taiwan,4729,270.731,11.729,6724,49.069,0,2007,11,A088
1/11/2007,China Eastern Airlines,China,6686,220.569,9.59,6479,51.504,0.949,2007,11,A091
1/11/2007,China Southern Airlines,China,6432,289.325,25.174,6645,14.948,2.203,2007,11,A095
1/11/2007,Emirates,New Zealand,23415,1400.521,12.984,22649,1041.481,0,2007,11,A109
1/11/2007,Emirates,Singapore,2919,193.784,24.156,1768,431.493,0,2007,11,A109
1/11/2007,Emirates,Thailand,1712,31.169,0,973,0.376,0,2007,11,A109
1/11/2007,Emirates,United Arab Emirates,42103,1785.707,146.051,36150,1770.124,1.155,2007,11,A109
1/11/2007,Etihad Airways,Singapore,1804,33.235,0,1801,62.6,0,2007,11,A111
1/11/2007,Etihad Airways,United Arab Emirates,6452,459.056,7.359,6836,443.201,17.825,2007,11,A111
1/11/2007,Eva Air,Taiwan,2059,116.945,3.406,2738,78.854,2.37,2007,11,A112
1/11/2007,Garuda Indonesia,Indonesia,13714,437.863,9.585,14277,198.358,0.254,2007,11,A121
1/11/2007,Hawaiian Airlines,USA,2476,15.345,4.114,2811,78.572,0.03,2007,11,A134
1/11/2007,Korean Air,Korea,13058,1070.061,63.29,14579,611.431,4.445,2007,11,A159
1/11/2007,Malaysia Airlines,Malaysia,42362,4033.495,8.714,43333,1359.223,0,2007,11,A186
1/11/2007,Philippine Airlines,Philippines,3236,169.316,7.145,3773,34.983,0,2007,11,A199
1/11/2007,Qantas Airways,Bahrain,0,102.488,0,0,0,0,2007,11,A201
1/11/2007,Qantas Airways,China,7974,701.675,0,7472,107.096,3.845,2007,11,A201
1/11/2007,Qantas Airways,Germany,4288,454.927,3.136,3953,7.039,51.114,2007,11,A201
1/11/2007,Qantas Airways,Hong Kong,27241,1709.672,22.497,25895,520.217,56.877,2007,11,A201
1/11/2007,Qantas Airways,India,2867,34.046,0,3072,32.757,4.891,2007,11,A201
1/11/2007,Qantas Airways,Indonesia,5638,105.16,8.557,5861,85.316,3.653,2007,11,A201
1/11/2007,Qantas Airways,Japan,27041,664.595,250.846,27191,682.166,90.323,2007,11,A201
1/11/2007,Qantas Airways,New Caledonia,1983,2.729,0.127,2419,39.962,1.977,2007,11,A201
1/11/2007,Qantas Airways,New Zealand,54061,1693.469,3.595,57132,2075.437,208.618,2007,11,A201
1/11/2007,Qantas Airways,Philippines,3214,80.313,5.808,3451,47.004,2.381,2007,11,A201
1/11/2007,Qantas Airways,Singapore,41838,1666.977,84.452,36575,1663.094,185.687,2007,11,A201
1/11/2007,Qantas Airways,South Africa,6477,157.379,6.084,5762,59.378,16.426,2007,11,A201
1/11/2007,Qantas Airways,Thailand,5082,186.485,4.705,4496,61.881,15.768,2007,11,A201
1/11/2007,Qantas Airways,UK,20258,533.18,64.401,17482,154.874,222.346,2007,11,A201
1/11/2007,Qantas Airways,United Arab Emirates,0,0,0,0,0,0,2007,11,A201
1/11/2007,Qantas Airways,USA,42859,2387.979,314.011,44490,586.93,224.454,2007,11,A201
1/11/2007,Singapore Airlines,New Zealand,0,87.486,0,0,364.161,0,2007,11,A225
1/11/2007,Singapore Airlines,Singapore,105891,5690.006,121.448,106364,4251.85,1.28,2007,11,A225
1/11/2007,South African Airways,South Africa,4782,107.334,8.424,3859,169.629,2.419,2007,11,A231
1/11/2007,United Airlines,USA,16415,74.002,140.331,17090,554.509,6.21,2007,11,A262
1/11/2007,Vietnam Airlines,Vietnam,6994,319.536,0,7738,42.867,0,2007,11,A267
1/11/2007,Virgin Atlantic Airways,Hong Kong,2822,585.495,0,3463,195.748,0,2007,11,A272
1/11/2007,Virgin Atlantic Airways,UK,4186,15.573,0,3195,10.019,0,2007,11,A272
1/11/2007,Virgin Australia,Fiji,6633,21.41,0,6706,27.453,0,2007,11,A273
1/11/2007,Virgin Australia,New Zealand,17266,54.693,0,19263,32.692,0,2007,11,A273
1/11/2007,Virgin Australia,Tonga,871,1.892,0,969,1.061,0,2007,11,A273
1/11/2007,Virgin Australia,Vanuatu,1092,0,0,1184,5.694,0,2007,11,A273
1/12/2007,Aerolineas Argentinas,Argentina,2099,12.018,0.601,2106,7.794,0,2007,12,A007
1/12/2007,Aerolineas Argentinas,New Zealand,1949,40.669,0,2039,60.12,0,2007,12,A007
1/12/2007,Air Canada,Canada,5317,36.769,0.012,6626,45.417,0,2007,12,A016
1/12/2007,Air Canada,USA,412,51.439,0,385,96.529,0.005,2007,12,A016
1/12/2007,Air China,China,8279,251.307,21.963,9160,151.729,2.059,2007,12,A020
1/12/2007,Air Mauritius,Mauritius,3099,135.529,0.843,3943,105.49,0,2007,12,A040
1/12/2007,Air New Zealand,China,0,0,0,0,35.573,0,2007,12,A042
1/12/2007,Air New Zealand,Cook Islands,67,0,0,143,0,0,2007,12,A042
1/12/2007,Air New Zealand,Germany,0,0.808,0,0,0,0,2007,12,A042
1/12/2007,Air New Zealand,New Zealand,87807,2350.979,366.871,99391,1796.14,43.651,2007,12,A042
1/12/2007,Air New Zealand,USA,0,291.168,0,673,0,0,2007,12,A042
1/12/2007,Asiana Airlines,Korea,8672,291.371,18.997,7368,117.76,0,2007,12,A070
1/12/2007,British Airways,Singapore,2223,92.485,0,2453,258.828,0,2007,12,A135
1/12/2007,British Airways,Thailand,3675,55.005,1.011,3906,96.193,0,2007,12,A135
1/12/2007,British Airways,UK,9360,432.199,116.307,9326,114.236,0,2007,12,A135
1/12/2007,China Airlines,Taiwan,6610,187.354,10.568,9423,33.221,0.161,2007,12,A088
1/12/2007,China Eastern Airlines,China,7477,243.775,10.455,10979,60.391,1.114,2007,12,A091
1/12/2007,China Southern Airlines,China,6332,294.007,30.461,10332,23.423,2.496,2007,12,A095
1/12/2007,Emirates,New Zealand,22780,1220.523,0,25848,898.11,0,2007,12,A109
1/12/2007,Emirates,Singapore,1017,162.781,25.732,1692,389.665,0,2007,12,A109
1/12/2007,Emirates,Thailand,539,11.907,0,1318,6.95,0,2007,12,A109
1/12/2007,Emirates,United Arab Emirates,51346,1414.718,176.739,49463,1719.951,48.614,2007,12,A109
1/12/2007,Etihad Airways,Singapore,1663,39.645,0,2086,58.05,0,2007,12,A111
1/12/2007,Etihad Airways,United Arab Emirates,8569,363.739,19.915,9487,509.826,51.918,2007,12,A111
1/12/2007,Eva Air,Taiwan,2126,125.941,3.745,2817,83.991,2.264,2007,12,A112
1/12/2007,Garuda Indonesia,Indonesia,15589,265.121,7.872,19376,158.383,0.084,2007,12,A121
1/12/2007,Hawaiian Airlines,USA,2402,20.561,2.18,2662,55.359,0,2007,12,A134
1/12/2007,Korean Air,Korea,15198,1176.698,108.109,18488,733.541,2.272,2007,12,A159
1/12/2007,Malaysia Airlines,Malaysia,46331,3543.58,9.679,51458,1815.002,0,2007,12,A186
1/12/2007,Philippine Airlines,Philippines,3960,225.961,1.467,6131,26.687,0,2007,12,A199
1/12/2007,Qantas Airways,Canada,518,3.91,2.789,1061,0.341,0.032,2007,12,A201
1/12/2007,Qantas Airways,China,6805,756.899,0,7992,179.178,4.309,2007,12,A201
1/12/2007,Qantas Airways,Germany,5006,457.208,3.774,5048,7.28,78.221,2007,12,A201
1/12/2007,Qantas Airways,Hong Kong,24712,1254.873,20.958,27153,852.635,69.162,2007,12,A201
1/12/2007,Qantas Airways,India,3066,13.589,0,3355,44.503,5.955,2007,12,A201
1/12/2007,Qantas Airways,Indonesia,6955,116.63,0,8549,103.931,4.2,2007,12,A201
1/12/2007,Qantas Airways,Japan,27715,536.82,249.813,29994,455.122,114.891,2007,12,A201
1/12/2007,Qantas Airways,New Caledonia,2857,1.89,0.392,2372,15.971,2.09,2007,12,A201
1/12/2007,Qantas Airways,New Zealand,54050,1425.314,3.635,59538,1670.026,276.949,2007,12,A201
1/12/2007,Qantas Airways,Papua New Guinea,0,0,0,0,18.008,0.44,2007,12,A201
1/12/2007,Qantas Airways,Philippines,2931,46.48,5.402,3882,81.669,3.084,2007,12,A201
1/12/2007,Qantas Airways,Singapore,42807,1459.795,79.633,46468,1520.442,235.974,2007,12,A201
1/12/2007,Qantas Airways,South Africa,7756,135.086,7.482,7168,37.676,18.97,2007,12,A201
1/12/2007,Qantas Airways,Thailand,4616,162.517,4.609,3716,47.862,19.169,2007,12,A201
1/12/2007,Qantas Airways,UK,21141,418.542,67.343,23444,109.185,406.6,2007,12,A201
1/12/2007,Qantas Airways,United Arab Emirates,0,0,0,0,0,0,2007,12,A201
1/12/2007,Qantas Airways,USA,42613,2219.921,301.745,50951,406.668,326.986,2007,12,A201
1/12/2007,Singapore Airlines,New Zealand,0,78.121,0,0,330.338,0,2007,12,A225
1/12/2007,Singapore Airlines,Singapore,115314,4757.355,119.601,131660,4862.92,1.945,2007,12,A225
1/12/2007,South African Airways,South Africa,5548,61.957,7.115,5425,217.112,3.7,2007,12,A231
1/12/2007,United Airlines,USA,19930,45.747,166.567,21213,549.135,8.055,2007,12,A262
1/12/2007,Vietnam Airlines,Vietnam,6578,277.3,0,9358,43.378,0,2007,12,A267
1/12/2007,Virgin Atlantic Airways,Hong Kong,2278,456.685,0,2091,207.496,0,2007,12,A272
1/12/2007,Virgin Atlantic Airways,UK,4719,53.861,0,5785,41.592,0,2007,12,A272
1/12/2007,Virgin Australia,Fiji,6375,21.898,0,7672,12.223,0,2007,12,A273
1/12/2007,Virgin Australia,New Zealand,20198,56.724,0,22232,34.004,0,2007,12,A273
1/12/2007,Virgin Australia,Tonga,823,2.565,0,1378,1.666,0,2007,12,A273
1/12/2007,Virgin Australia,Vanuatu,1523,0,0,1701,4.244,0,2007,12,A273
1/1/2008,Aerolineas Argentinas,Argentina,2660,7.26,0.3,2078,15.798,0,2008,1,A007
1/1/2008,Aerolineas Argentinas,New Zealand,1786,19.846,0,2145,65.939,0,2008,1,A007
1/1/2008,Air Canada,Canada,7886,89.044,0,7693,113.263,0,2008,1,A016
1/1/2008,Air China,China,9807,180.972,18.819,7879,147.912,1.745,2008,1,A020
1/1/2008,Air Mauritius,Mauritius,4461,57.539,0.297,3605,83.868,0,2008,1,A040
1/1/2008,Air New Zealand,China,0,0,0,0,10.157,0,2008,1,A042
1/1/2008,Air New Zealand,Cook Islands,156,0,0,38,0,0,2008,1,A042
1/1/2008,Air New Zealand,Germany,0,0,0,0,0,0,2008,1,A042
1/1/2008,Air New Zealand,New Zealand,101570,1945.166,184.977,93160,1400.525,7.435,2008,1,A042
1/1/2008,Air New Zealand,USA,0,255.88,0,525,0,0,2008,1,A042
1/1/2008,Asiana Airlines,Korea,8726,210.796,17.198,7477,115.127,0,2008,1,A070
1/1/2008,British Airways,Singapore,2470,90.867,0,2187,218.362,0,2008,1,A135
1/1/2008,British Airways,Thailand,4224,47.384,0.268,3968,38.161,0,2008,1,A135
1/1/2008,British Airways,UK,9512,318.1,64.222,8712,74.197,0,2008,1,A135
1/1/2008,China Airlines,Taiwan,9971,87.258,10.573,8318,49.611,0,2008,1,A088
1/1/2008,China Eastern Airlines,China,10912,111.611,8.087,8378,47.979,0.946,2008,1,A091
1/1/2008,China Southern Airlines,China,9941,254.706,19.508,8094,14.575,2.231,2008,1,A095
1/1/2008,Emirates,New Zealand,27057,1280.182,11.445,22651,673.379,0,2008,1,A109
1/1/2008,Emirates,Singapore,651,142.021,20.948,926,536.955,0,2008,1,A109
1/1/2008,Emirates,Thailand,304,6.574,0,609,20.397,0,2008,1,A109
1/1/2008,Emirates,United Arab Emirates,52782,1185.253,121.342,44194,1292.687,0.387,2008,1,A109
1/1/2008,Etihad Airways,Singapore,881,25.372,0,637,35.085,0,2008,1,A111
1/1/2008,Etihad Airways,United Arab Emirates,11096,250.424,6.102,9424,264.206,24.062,2008,1,A111
1/1/2008,Eva Air,Taiwan,3023,124.213,3.224,1992,111.144,1.631,2008,1,A112
1/1/2008,Garuda Indonesia,Indonesia,20639,241.068,7.142,17282,115.64,0.031,2008,1,A121
1/1/2008,Hawaiian Airlines,USA,3139,15.167,3.453,2439,60.327,0,2008,1,A134
1/1/2008,Korean Air,Korea,19163,971.979,110.705,13738,542.292,0.998,2008,1,A159
1/1/2008,Malaysia Airlines,Malaysia,53550,2743.813,8.954,45639,1532.744,0,2008,1,A186
1/1/2008,Philippine Airlines,Philippines,6371,126.224,0.254,4736,28.253,0,2008,1,A199
1/1/2008,Qantas Airways,Canada,1599,3.844,3.939,1361,2.02,0.017,2008,1,A201
1/1/2008,Qantas Airways,China,8844,708.987,0,7243,147.331,4.336,2008,1,A201
1/1/2008,Qantas Airways,Germany,4784,402.799,3.032,5032,8.076,46.887,2008,1,A201
1/1/2008,Qantas Airways,Hong Kong (SAR),30364,1274.267,20.721,25148,1325.585,58.637,2008,1,A201
1/1/2008,Qantas Airways,India,3266,8.091,0,2608,16.578,4.383,2008,1,A201
1/1/2008,Qantas Airways,Indonesia,8152,68.349,0,6857,110.902,3.014,2008,1,A201
1/1/2008,Qantas Airways,Japan,31603,367.346,188.642,27949,259.458,91.947,2008,1,A201
1/1/2008,Qantas Airways,Korea,1962,57.179,0,1701,9.626,0.651,2008,1,A201
1/1/2008,Qantas Airways,New Caledonia,2750,1.413,0.228,1995,12.042,1.685,2008,1,A201
1/1/2008,Qantas Airways,New Zealand,58164,1652.733,3.562,57555,1554.622,171.67,2008,1,A201
1/1/2008,Qantas Airways,Philippines,3741,52.773,5.142,2939,48.175,1.898,2008,1,A201
1/1/2008,Qantas Airways,Singapore,47423,1317.168,99.294,37926,1993.892,152.85,2008,1,A201
1/1/2008,Qantas Airways,South Africa,7938,64.22,5.862,7588,49.579,11.476,2008,1,A201
1/1/2008,Qantas Airways,Thailand,4836,155.126,3.329,3424,144.879,14.942,2008,1,A201
1/1/2008,Qantas Airways,UK,21717,364.006,34.482,21744,109.961,161.35,2008,1,A201
1/1/2008,Qantas Airways,United Arab Emirates,0,0,0,0,0,0,2008,1,A201
1/1/2008,Qantas Airways,USA,50981,1707.697,225.48,44128,357.443,179.108,2008,1,A201
1/1/2008,Singapore Airlines,New Zealand,0,98.24,0,0,209.765,0,2008,1,A225
1/1/2008,Singapore Airlines,Singapore,132073,4099.093,128.922,106663,5030.122,0.84,2008,1,A225
1/1/2008,South African Airways,South Africa,5825,48.331,4.664,5493,92.352,1.551,2008,1,A231
1/1/2008,United Airlines,USA,22702,20.244,89.993,20465,444.741,7.295,2008,1,A262
1/1/2008,Vietnam Airlines,Vietnam,9758,168.344,0,9435,29.894,0,2008,1,A267
1/1/2008,Virgin Atlantic Airways,Hong Kong (SAR),3034,394.813,0,1776,170.119,0,2008,1,A272
1/1/2008,Virgin Atlantic Airways,UK,5657,66.28,0,4722,34.381,0,2008,1,A272
1/1/2008,Virgin Australia,Fiji,8132,15.546,0,6946,19.373,0,2008,1,A273
1/1/2008,Virgin Australia,New Zealand,23288,24.138,0,22249,21.191,0,2008,1,A273
1/1/2008,Virgin Australia,Tonga,1375,2.662,0,884,0.794,0,2008,1,A273
1/1/2008,Virgin Australia,Vanuatu,1867,0,0,1446,6.236,0,2008,1,A273
1/2/2008,Aerolineas Argentinas,Argentina,2146,1.58,0.4,1510,20.87,0,2008,2,A007
1/2/2008,Aerolineas Argentinas,New Zealand,1273,51.964,0,2133,57.673,0,2008,2,A007
1/2/2008,Air Canada,Canada,7252,220.99,0.025,5123,166.359,0,2008,2,A016
1/2/2008,Air China,China,9581,163.198,16.165,6961,113.209,1.386,2008,2,A020
1/2/2008,Air Mauritius,Mauritius,3016,115.012,0.308,2325,86.297,0,2008,2,A040
1/2/2008,Air New Zealand,China,0,0,0,0,14.857,0,2008,2,A042
1/2/2008,Air New Zealand,Germany,0,4.8,0,0,0,0,2008,2,A042
1/2/2008,Air New Zealand,New Zealand,82238,2470.376,184.712,87563,1487.482,5.056,2008,2,A042
1/2/2008,Air New Zealand,USA,186,359.561,0,145,0,0,2008,2,A042
1/2/2008,Asiana Airlines,Korea,7936,215.236,18.893,7536,103.43,0,2008,2,A070
1/2/2008,British Airways,Singapore,2282,107.995,0,2229,160.951,0,2008,2,A135
1/2/2008,British Airways,Thailand,3318,53.686,0,3387,65.007,0,2008,2,A135
1/2/2008,British Airways,UK,9537,340.883,83.513,7407,128.977,0,2008,2,A135
1/2/2008,China Airlines,Taiwan,9087,95.404,8.48,6521,66.598,0,2008,2,A088
1/2/2008,China Eastern Airlines,China,11313,104.936,7.935,7324,25.318,0.62,2008,2,A091
1/2/2008,China Southern Airlines,China,8721,127.259,17.694,5734,19.899,1.865,2008,2,A095
1/2/2008,Emirates,New Zealand,22048,1266.824,11.294,19391,691.61,0,2008,2,A109
1/2/2008,Emirates,Singapore,1033,146.655,27.289,1337,305.736,0,2008,2,A109
1/2/2008,Emirates,Thailand,1664,4.224,0,1071,13.796,0,2008,2,A109
1/2/2008,Emirates,United Arab Emirates,44465,1563.497,113.177,32996,1572.323,0.645,2008,2,A109
1/2/2008,Etihad Airways,Singapore,994,34.013,0,882,42.29,0,2008,2,A111
1/2/2008,Etihad Airways,United Arab Emirates,9532,335.128,7.112,7467,374.552,16.441,2008,2,A111
1/2/2008,Eva Air,Taiwan,2675,126.779,2.703,2043,45.999,1.982,2008,2,A112
1/2/2008,Garuda Indonesia,Indonesia,15700,249.954,6.397,12687,130.723,0.013,2008,2,A121
1/2/2008,Hawaiian Airlines,USA,2197,4.191,5.213,2226,70.765,0,2008,2,A134
1/2/2008,Korean Air,Korea,16598,1047.422,108.012,13031,537.531,1.864,2008,2,A159
1/2/2008,Malaysia Airlines,Malaysia,44732,2830.161,26.285,35383,1271.967,0,2008,2,A186
1/2/2008,Philippine Airlines,Philippines,5410,133.807,0,4257,29.07,0,2008,2,A199
1/2/2008,Qantas Airways,China,8878,419.849,0,7256,138.674,3.319,2008,2,A201
1/2/2008,Qantas Airways,Germany,4307,366.68,2.88,4096,15.811,38.902,2008,2,A201
1/2/2008,Qantas Airways,Hong Kong (SAR),30175,997.502,20.031,25211,705.185,44.755,2008,2,A201
1/2/2008,Qantas Airways,India,2665,31.292,0,2451,35.373,3.891,2008,2,A201
1/2/2008,Qantas Airways,Indonesia,6417,60.56,0,4794,143.219,2.783,2008,2,A201
1/2/2008,Qantas Airways,Japan,28032,496.533,237.16,24777,271.437,74.77,2008,2,A201
1/2/2008,Qantas Airways,Korea,0,0,0,274,0.021,0,2008,2,A201
1/2/2008,Qantas Airways,Mauritius,0,0,0,0,0,0,2008,2,A201
1/2/2008,Qantas Airways,New Caledonia,1892,2.772,0.194,2818,13.623,1.58,2008,2,A201
1/2/2008,Qantas Airways,New Zealand,50730,1837.224,3.329,54031,1734.941,160.928,2008,2,A201
1/2/2008,Qantas Airways,Philippines,3083,69.585,4.567,2683,86.158,1.98,2008,2,A201
1/2/2008,Qantas Airways,Singapore,41557,1350.238,96.599,31825,1550.782,131.292,2008,2,A201
1/2/2008,Qantas Airways,South Africa,6566,122.902,3.968,5107,153.52,10.496,2008,2,A201
1/2/2008,Qantas Airways,Thailand,5712,232.373,2.867,4193,106.799,11.775,2008,2,A201
1/2/2008,Qantas Airways,UK,18925,474.141,53.58,16785,136.816,130.039,2008,2,A201
1/2/2008,Qantas Airways,United Arab Emirates,0,0,0,0,0,0,2008,2,A201
1/2/2008,Qantas Airways,USA,47421,1717.341,259.908,38705,490.236,156.794,2008,2,A201
1/2/2008,Singapore Airlines,New Zealand,0,184.079,0,0,257.187,0,2008,2,A225
1/2/2008,Singapore Airlines,Singapore,115524,4443.045,108.47,88991,4155.556,1.112,2008,2,A225
1/2/2008,South African Airways,South Africa,5026,60.58,4.021,3139,144.655,1.937,2008,2,A231
1/2/2008,United Airlines,USA,18603,56.497,89.95,14510,516.692,13.438,2008,2,A262
1/2/2008,Vietnam Airlines,Vietnam,9044,162.109,0,6082,44.671,0,2008,2,A267
1/2/2008,Virgin Atlantic Airways,Hong Kong (SAR),2710,357.366,0,2024,115.973,0,2008,2,A272
1/2/2008,Virgin Atlantic Airways,UK,5349,55.594,0,4089,28.003,0,2008,2,A272
1/2/2008,Virgin Australia,Fiji,5720,19.304,0,5735,19.555,0,2008,2,A273
1/2/2008,Virgin Australia,New Zealand,16618,84.403,0,18444,28.485,0,2008,2,A273
1/2/2008,Virgin Australia,Tonga,779,1.154,0,511,1.28,0,2008,2,A273
1/2/2008,Virgin Australia,Vanuatu,945,0,0,934,6.85,0,2008,2,A273
1/3/2008,Aerolineas Argentinas,Argentina,2099,2.889,0.5,2043,21.679,0,2008,3,A007
1/3/2008,Aerolineas Argentinas,New Zealand,1793,76.614,0,1873,77.398,0,2008,3,A007
1/3/2008,Air Canada,Canada,6059,264.254,0,6940,182.765,0,2008,3,A016
1/3/2008,Air China,China,8432,178.615,29.151,7185,106.323,1.539,2008,3,A020
1/3/2008,Air Mauritius,Mauritius,2699,88.215,0.477,2375,120.558,0,2008,3,A040
1/3/2008,Air New Zealand,China,0,0,0,0,16.759,0,2008,3,A042
1/3/2008,Air New Zealand,Germany,0,5.453,0,0,0,0,2008,3,A042
1/3/2008,Air New Zealand,New Zealand,98112,2302.461,186.345,91068,1512.917,1.795,2008,3,A042
1/3/2008,Air New Zealand,USA,28,431.682,0,452,1.265,0,2008,3,A042
1/3/2008,Asiana Airlines,Korea,7147,258.223,28.344,7201,104.576,0,2008,3,A070
1/3/2008,British Airways,Singapore,2506,127.994,0,2460,169.261,0,2008,3,A135
1/3/2008,British Airways,Thailand,3650,65.391,1.055,4059,25.105,0,2008,3,A135
1/3/2008,British Airways,UK,8327,371.448,77.806,8810,121.927,0,2008,3,A135
1/3/2008,China Airlines,Taiwan,6104,125.083,10.602,7589,51.831,0.305,2008,3,A088
1/3/2008,China Eastern Airlines,China,5479,127.348,11.47,4260,37.233,1.126,2008,3,A091
1/3/2008,China Southern Airlines,China,7329,310.893,22.123,5707,15.486,2.687,2008,3,A095
1/3/2008,Emirates,New Zealand,22098,1252.074,8.314,21416,784.148,0,2008,3,A109
1/3/2008,Emirates,Singapore,2348,179.4,29.786,1802,263.188,0,2008,3,A109
1/3/2008,Emirates,Thailand,1439,4.931,0,951,0.681,0,2008,3,A109
