Date,Airline,Port_Country,Passengers_In,Freight_In_(tonnes),Mail_In_(tonnes),Passengers_Out,Freight_Out_(tonnes),Mail_Out_(tonnes),Year,Month_num,Flight_num
1/5/1989,Japan Airlines,Japan,7409,559.932,56.948,8594,679.171,2.429,1989,5,A147
1/5/1989,Malaysia Airlines,Malaysia,5659,387.934,22.529,7659,356.22,0.806,1989,5,A186
1/5/1989,Philippine Airlines,Philippines,3833,164.806,4.363,3695,185.047,2.257,1989,5,A199
1/5/1989,Qantas Airways,Argentina,68,0,0,63,0,0,1989,5,A201
1/5/1989,Qantas Airways,Bahrain,168,1.316,0.578,148,17.283,3.197,1989,5,A201
1/5/1989,Qantas Airways,Canada,760,100.645,3.603,1506,3.052,5.355,1989,5,A201
1/5/1989,Qantas Airways,Fiji,2925,10.787,0.641,3617,37.297,5.505,1989,5,A201
1/5/1989,Qantas Airways,Germany,1181,437.659,7.952,1850,61.354,29.156,1989,5,A201
1/5/1989,Qantas Airways,Greece,621,8.007,0.039,977,2.108,1.769,1989,5,A201
1/5/1989,Qantas Airways,Hong Kong,8228,300.134,12.36,7555,498.858,19.734,1989,5,A201
1/5/1989,Qantas Airways,India,13,0,0,63,0.917,0.046,1989,5,A201
1/5/1989,Qantas Airways,Indonesia,4409,162.075,0.628,4959,9.425,0.507,1989,5,A201
1/5/1989,Qantas Airways,Italy,652,42.496,0.732,1010,2.494,1.198,1989,5,A201
1/5/1989,Qantas Airways,Japan,11313,636.749,25.124,15440,835.34,28.286,1989,5,A201
1/5/1989,Qantas Airways,Malaysia,839,38.407,0,703,7.2,1.8,1989,5,A201
1/5/1989,Qantas Airways,Netherlands,88,5.876,0.697,194,0.094,1.339,1989,5,A201
1/5/1989,Qantas Airways,New Caledonia,755,0.489,0.41,628,62.341,1.878,1989,5,A201
1/5/1989,Qantas Airways,New Zealand,25124,885.81,1.803,25543,978.559,93.257,1989,5,A201
1/5/1989,Qantas Airways,Papua New Guinea,1177,9.506,2.5,1661,106.535,20.897,1989,5,A201
1/5/1989,Qantas Airways,Philippines,1675,86.979,0.291,1321,38.12,2.572,1989,5,A201
1/5/1989,Qantas Airways,Singapore,16660,533.46,9.892,18708,703.485,12.975,1989,5,A201
1/5/1989,Qantas Airways,Solomon Islands,257,0,0,378,0,0,1989,5,A201
1/5/1989,Qantas Airways,Tahiti,392,2.783,0.173,582,32.382,0.466,1989,5,A201
1/5/1989,Qantas Airways,Thailand,4443,90.595,3.274,5029,17.277,7.558,1989,5,A201
1/5/1989,Qantas Airways,UK,7019,361.18,6.081,11019,92.93,74.253,1989,5,A201
1/5/1989,Qantas Airways,USA,11586,1004.633,0.102,14593,448.136,38.347,1989,5,A201
1/5/1989,Qantas Airways,Vanuatu,125,1.018,0.068,146,3.457,0.121,1989,5,A201
1/5/1989,Qantas Airways,Zimbabwe,1136,36.075,0,1348,21.882,0.799,1989,5,A201
1/5/1989,Singapore Airlines,Singapore,18164,1477.566,114.971,22380,1313.27,19.651,1989,5,A225
1/5/1989,United Airlines,New Zealand,2842,111.072,0.261,2588,254.084,0.034,1989,5,A262
1/5/1989,United Airlines,USA,6122,102.145,12.069,7868,237.538,8.889,1989,5,A262
1/6/1989,Aerolineas Argentinas,Argentina,678,15.929,0.819,749,5.124,0.33,1989,6,A007
1/6/1989,Air China,China,169,7.286,0,193,11.34,0,1989,6,A020
1/6/1989,Air India,India,1279,151.935,0.984,1245,13.279,0,1989,6,A036
1/6/1989,Air India,Singapore,480,14.366,0,578,7.481,0,1989,6,A036
1/6/1989,Air New Zealand,New Zealand,30368,1383.005,42.765,28574,1144.991,29.848,1989,6,A042
1/6/1989,Air New Zealand,USA,1213,80.305,0,1648,24.16,0.002,1989,6,A042
1/6/1989,Alitalia,India,162,7.247,0.01,107,7.41,0.939,1989,6,A059
1/6/1989,Alitalia,Italy,1457,201.84,9.396,2469,65.706,2.64,1989,6,A059
1/6/1989,Alitalia,Singapore,560,61.876,1.285,621,161.016,0,1989,6,A059
1/6/1989,All Nippon Airways,Japan,5657,164.122,9.685,5726,164.942,0.023,1989,6,A061
1/6/1989,British Airways,Bahrain,95,0.2,0,73,17.4,0,1989,6,A135
1/6/1989,British Airways,New Zealand,1965,89.9,1.2,1574,31.1,2.4,1989,6,A135
1/6/1989,British Airways,Singapore,3092,43,0.7,3663,212.5,0.3,1989,6,A135
1/6/1989,British Airways,Thailand,1051,59.8,0.1,1109,50.3,0.2,1989,6,A135
1/6/1989,British Airways,UK,5901,357,61.5,7917,205,15.2,1989,6,A135
1/6/1989,British Airways,United Arab Emirates,104,0.1,0,68,69.3,0,1989,6,A135
1/6/1989,Garuda Indonesia,Indonesia,9417,410.489,3.592,10049,186.419,1.801,1989,6,A121
1/6/1989,Hawaiian Airlines,American Samoa,308,1.215,0.041,410,5.737,0.085,1989,6,A134
1/6/1989,Japan Airlines,Japan,6961,506.202,52.627,7227,598.115,2.384,1989,6,A147
1/6/1989,Malaysia Airlines,Malaysia,6604,392.548,22.053,8663,341.866,0.844,1989,6,A186
1/6/1989,Philippine Airlines,Philippines,3994,205.6,5.409,4215,179.401,1.933,1989,6,A199
1/6/1989,Qantas Airways,Argentina,111,0,0,81,0,0,1989,6,A201
1/6/1989,Qantas Airways,Bahrain,215,2.758,0.508,146,13.282,2.11,1989,6,A201
1/6/1989,Qantas Airways,Canada,1238,89.431,4.347,1753,9.878,5.406,1989,6,A201
1/6/1989,Qantas Airways,Fiji,3371,14.625,0.692,4503,28.879,4.916,1989,6,A201
1/6/1989,Qantas Airways,Germany,1629,363.886,9.31,1471,62.085,26.827,1989,6,A201
1/6/1989,Qantas Airways,Greece,621,11.232,0,1055,1.289,1.495,1989,6,A201
1/6/1989,Qantas Airways,Hong Kong,8165,354.727,6.165,6726,425.224,16.365,1989,6,A201
1/6/1989,Qantas Airways,India,0,1.818,0,97,0.004,0.043,1989,6,A201
1/6/1989,Qantas Airways,Indonesia,6382,202.864,0.723,7431,5.27,0.592,1989,6,A201
1/6/1989,Qantas Airways,Italy,658,25.031,0.886,1047,5.054,1.579,1989,6,A201
1/6/1989,Qantas Airways,Japan,11286,664.149,27.034,12097,841.414,25.113,1989,6,A201
1/6/1989,Qantas Airways,Malaysia,912,57.365,0,1279,20.888,1.7,1989,6,A201
1/6/1989,Qantas Airways,Malta,0,0,0,165,0.002,0,1989,6,A201
1/6/1989,Qantas Airways,Netherlands,227,24.586,1.864,218,0.304,1.595,1989,6,A201
1/6/1989,Qantas Airways,New Caledonia,526,0.959,0.422,871,57.646,2.45,1989,6,A201
1/6/1989,Qantas Airways,New Zealand,23416,846.362,1.832,22776,1090.741,88.323,1989,6,A201
1/6/1989,Qantas Airways,Papua New Guinea,1800,9.665,3.127,2569,112.331,22.706,1989,6,A201
1/6/1989,Qantas Airways,Philippines,1331,77.552,0.188,1245,30.953,1.861,1989,6,A201
1/6/1989,Qantas Airways,Singapore,18533,619.855,9.826,20429,789.555,11.916,1989,6,A201
1/6/1989,Qantas Airways,Solomon Islands,313,0,0,473,0,0,1989,6,A201
1/6/1989,Qantas Airways,Tahiti,521,1.49,0.225,630,30.437,0.495,1989,6,A201
1/6/1989,Qantas Airways,Thailand,4094,96.139,3.441,4239,20.206,7.517,1989,6,A201
1/6/1989,Qantas Airways,UK,8979,352.887,5.543,10738,97.415,66.857,1989,6,A201
1/6/1989,Qantas Airways,USA,14367,1098.787,0,15804,472.639,39.111,1989,6,A201
1/6/1989,Qantas Airways,Zimbabwe,1417,75.182,0,1634,62.63,2.166,1989,6,A201
1/6/1989,Singapore Airlines,Singapore,21260,1503.624,114.007,23782,1305.775,15.596,1989,6,A225
1/6/1989,United Airlines,New Zealand,3112,130.843,1.545,2940,225.464,0.045,1989,6,A262
1/6/1989,United Airlines,USA,8572,94.868,15.466,9454,194.178,4.543,1989,6,A262
1/7/1989,Aerolineas Argentinas,Argentina,874,11.686,0.357,895,8.587,1.088,1989,7,A007
1/7/1989,Air China,China,379,23.067,0,220,5.336,0,1989,7,A020
1/7/1989,Air India,India,1601,140.736,0.903,985,19.302,0,1989,7,A036
1/7/1989,Air India,Singapore,595,10.196,0,373,18.535,0,1989,7,A036
1/7/1989,Air New Zealand,New Zealand,39421,1476.283,51.186,35261,1411.845,29.764,1989,7,A042
1/7/1989,Air New Zealand,USA,1924,71.133,0,1432,9.706,0.075,1989,7,A042
1/7/1989,Alitalia,India,140,8.878,0,80,0.448,0.732,1989,7,A059
1/7/1989,Alitalia,Italy,2324,102.843,7.16,2420,45.804,2.452,1989,7,A059
1/7/1989,Alitalia,Singapore,773,29.737,2.585,561,94.976,0,1989,7,A059
1/7/1989,All Nippon Airways,Japan,4938,118.442,6.525,5165,158.428,0.024,1989,7,A061
1/7/1989,British Airways,Bahrain,130,6.1,0,80,10.9,0,1989,7,A135
1/7/1989,British Airways,India,9,0,0,29,0,0,1989,7,A135
1/7/1989,British Airways,New Zealand,2032,70.1,1.3,1591,24.9,1.5,1989,7,A135
1/7/1989,British Airways,Singapore,4226,79.8,1.6,3712,219.3,0,1989,7,A135
1/7/1989,British Airways,Thailand,1067,69.6,0.1,1171,63.2,0,1989,7,A135
1/7/1989,British Airways,UK,8033,314.3,64.4,6784,213.4,12,1989,7,A135
1/7/1989,British Airways,United Arab Emirates,155,12.5,0,138,119.1,0,1989,7,A135
1/7/1989,Garuda Indonesia,Indonesia,12259,203.096,4.298,11442,155.218,1.777,1989,7,A121
1/7/1989,Hawaiian Airlines,American Samoa,299,2.11,0.037,175,4.923,0.069,1989,7,A134
1/7/1989,Japan Airlines,Japan,10836,523.949,61.047,6682,653.761,1.61,1989,7,A147
1/7/1989,Malaysia Airlines,Malaysia,9337,425.711,20.644,9017,410.266,0.49,1989,7,A186
1/7/1989,Philippine Airlines,Philippines,3895,216.665,3.516,3340,113.505,2.318,1989,7,A199
1/7/1989,Qantas Airways,Argentina,70,0,0,74,0,0,1989,7,A201
1/7/1989,Qantas Airways,Bahrain,191,0.58,0.523,172,8.505,2.295,1989,7,A201
1/7/1989,Qantas Airways,Canada,1996,56.079,3.613,2114,16.479,4.464,1989,7,A201
1/7/1989,Qantas Airways,Fiji,4379,25.133,0.609,4823,47.799,5.215,1989,7,A201
1/7/1989,Qantas Airways,Germany,1760,382.956,10.567,1499,42.627,21.789,1989,7,A201
1/7/1989,Qantas Airways,Greece,654,12.321,0,967,2.352,1.391,1989,7,A201
1/7/1989,Qantas Airways,Hong Kong,11695,372.989,1.649,7263,275.004,16.737,1989,7,A201
1/7/1989,Qantas Airways,India,0,0,0,117,0,0.043,1989,7,A201
1/7/1989,Qantas Airways,Indonesia,8147,179.623,0.724,7341,22.984,0.187,1989,7,A201
1/7/1989,Qantas Airways,Italy,1021,29.828,1.142,1125,1.623,2.36,1989,7,A201
1/7/1989,Qantas Airways,Japan,16090,638.445,28.072,10942,1128.144,26.144,1989,7,A201
1/7/1989,Qantas Airways,Malaysia,1764,79.109,0,1168,14.951,2.107,1989,7,A201
1/7/1989,Qantas Airways,Malta,0,0,0,187,0.006,0,1989,7,A201
1/7/1989,Qantas Airways,Netherlands,222,9.62,1.134,202,1.039,1.339,1989,7,A201
1/7/1989,Qantas Airways,New Caledonia,1248,21.9,0.482,1215,54.103,3.909,1989,7,A201
1/7/1989,Qantas Airways,New Zealand,32612,1084.11,2.285,31917,1210.316,85.352,1989,7,A201
1/7/1989,Qantas Airways,Papua New Guinea,2401,7.292,1.778,2539,120.155,20.266,1989,7,A201
1/7/1989,Qantas Airways,Philippines,1717,90.091,0.41,1134,34.489,2.379,1989,7,A201
1/7/1989,Qantas Airways,Singapore,24824,749.47,9.465,19295,683.452,12.748,1989,7,A201
1/7/1989,Qantas Airways,Solomon Islands,386,0,0,411,0,0,1989,7,A201
1/7/1989,Qantas Airways,Tahiti,976,4.75,0.222,817,26.331,1.041,1989,7,A201
1/7/1989,Qantas Airways,Thailand,5753,135.081,3.92,4449,21.713,7.773,1989,7,A201
1/7/1989,Qantas Airways,UK,11626,487.157,6.946,9558,146.464,74.736,1989,7,A201
1/7/1989,Qantas Airways,USA,16075,1249.276,0.025,14451,411.353,36.436,1989,7,A201
1/7/1989,Qantas Airways,Zimbabwe,1473,47.827,0,1272,40.137,0.773,1989,7,A201
1/7/1989,Singapore Airlines,Singapore,25484,1495.202,111.068,20515,1422.351,17.289,1989,7,A225
1/7/1989,United Airlines,New Zealand,3881,84.997,1.212,4082,188.413,0.062,1989,7,A262
1/7/1989,United Airlines,USA,9939,70.66,17.722,8291,198.509,6.563,1989,7,A262
1/8/1989,Aerolineas Argentinas,Argentina,794,26.335,0.38,867,7.309,1.132,1989,8,A007
1/8/1989,Air China,China,420,16.134,0,248,7.679,0,1989,8,A020
1/8/1989,Air India,India,1736,138.875,0.583,1308,17.052,0,1989,8,A036
1/8/1989,Air India,Singapore,460,13.125,0,419,8.562,0,1989,8,A036
1/8/1989,Air New Zealand,New Zealand,39339,1517.009,46.75,36660,1543.6,30.387,1989,8,A042
1/8/1989,Air New Zealand,USA,1615,86.259,0,1663,9.497,0.729,1989,8,A042
1/8/1989,Alitalia,India,121,12.316,0,62,1.064,0.814,1989,8,A059
1/8/1989,Alitalia,Italy,2237,113.171,5.39,2466,37.923,2.906,1989,8,A059
1/8/1989,Alitalia,Singapore,537,24.552,2.325,358,90.606,0,1989,8,A059
1/8/1989,All Nippon Airways,Japan,3828,119.743,13.127,4136,156.532,0.015,1989,8,A061
1/8/1989,British Airways,Bahrain,118,15.1,0.6,103,10.8,0,1989,8,A135
1/8/1989,British Airways,India,46,0,0,54,0,0,1989,8,A135
1/8/1989,British Airways,Netherlands,0,0,0,210,5.1,0.2,1989,8,A135
1/8/1989,British Airways,New Zealand,1919,94.3,1.3,1773,29,2.3,1989,8,A135
1/8/1989,British Airways,Singapore,3798,62.7,0.7,3032,196.5,0.2,1989,8,A135
1/8/1989,British Airways,Thailand,1109,53.2,0.7,1095,44.6,0,1989,8,A135
1/8/1989,British Airways,UK,7178,369.7,65.9,8714,295.7,12.5,1989,8,A135
1/8/1989,British Airways,United Arab Emirates,119,6.6,0,185,137.8,0,1989,8,A135
1/8/1989,Garuda Indonesia,Indonesia,9181,338.17,5.613,9515,162.02,2.234,1989,8,A121
1/8/1989,Hawaiian Airlines,American Samoa,105,0.145,0,154,5.858,0.012,1989,8,A134
1/8/1989,Japan Airlines,Japan,10285,543.262,52.698,11834,542.899,1.459,1989,8,A147
1/8/1989,Malaysia Airlines,Malaysia,8389,413.769,21.479,7605,367.594,1.037,1989,8,A186
1/8/1989,Philippine Airlines,Philippines,3390,232.132,4.329,3169,131.014,2.2,1989,8,A199
1/8/1989,Qantas Airways,Argentina,82,0,0,75,0,0,1989,8,A201
1/8/1989,Qantas Airways,Bahrain,181,2.175,0.532,181,8.38,2.576,1989,8,A201
1/8/1989,Qantas Airways,Canada,1616,53.821,3.819,1991,3.528,5.263,1989,8,A201
1/8/1989,Qantas Airways,Fiji,4252,24.453,0.567,4547,42.357,5.11,1989,8,A201
1/8/1989,Qantas Airways,Germany,1339,393.122,9.742,2176,57.279,21.543,1989,8,A201
1/8/1989,Qantas Airways,Greece,818,6.205,0.001,849,0.757,1.445,1989,8,A201
1/8/1989,Qantas Airways,Hong Kong,8967,386.042,1.305,9905,264.805,16.296,1989,8,A201
1/8/1989,Qantas Airways,India,0,0,0,68,0.01,0.035,1989,8,A201
1/8/1989,Qantas Airways,Indonesia,6786,141.935,1.096,6635,6.527,0.461,1989,8,A201
1/8/1989,Qantas Airways,Italy,1193,31.951,0.651,1177,5.382,1.675,1989,8,A201
1/8/1989,Qantas Airways,Japan,14245,660.949,27.7,18577,908.01,26.01,1989,8,A201
1/8/1989,Qantas Airways,Malaysia,1011,90.735,0,1013,50.672,1.808,1989,8,A201
1/8/1989,Qantas Airways,Malta,110,0,0,0,0,0,1989,8,A201
1/8/1989,Qantas Airways,Netherlands,202,13.005,1.618,269,1.011,1.501,1989,8,A201
1/8/1989,Qantas Airways,New Caledonia,1163,1.317,0.461,951,55.635,2.382,1989,8,A201
1/8/1989,Qantas Airways,New Zealand,30828,1063.942,3.004,32618,1248.792,87.123,1989,8,A201
1/8/1989,Qantas Airways,Papua New Guinea,1546,12.982,2.079,1872,112.62,16.459,1989,8,A201
1/8/1989,Qantas Airways,Philippines,1317,72.765,0.253,1000,25.542,2.726,1989,8,A201
1/8/1989,Qantas Airways,Singapore,20379,821.791,12.563,17724,758.497,11.836,1989,8,A201
1/8/1989,Qantas Airways,Solomon Islands,309,0,0,402,0,0,1989,8,A201
1/8/1989,Qantas Airways,Tahiti,738,0.469,0.217,871,33.08,0.726,1989,8,A201
1/8/1989,Qantas Airways,Thailand,4323,183.318,3.781,4340,20.362,8.132,1989,8,A201
1/8/1989,Qantas Airways,UK,9838,406.085,6.536,12157,135.119,75.878,1989,8,A201
1/8/1989,Qantas Airways,USA,14934,1162.669,0.336,15689,437.364,36.984,1989,8,A201
1/8/1989,Qantas Airways,Zimbabwe,1731,69.658,0,1718,29.199,0.915,1989,8,A201
1/8/1989,Singapore Airlines,New Zealand,0,153.28,0,0,103.728,0,1989,8,A225
1/8/1989,Singapore Airlines,Singapore,22509,1549.774,104.341,22567,1396.008,25.763,1989,8,A225
1/8/1989,United Airlines,New Zealand,3114,98.935,1.033,2856,205.024,0,1989,8,A262
1/8/1989,United Airlines,USA,7703,72.912,21.027,8955,191.749,4.304,1989,8,A262
1/9/1989,Aerolineas Argentinas,Argentina,854,10.371,0.212,1642,3.735,1.574,1989,9,A007
1/9/1989,Air China,China,602,21.693,0,526,6.709,0,1989,9,A020
1/9/1989,Air India,India,2084,161.191,0.441,1524,14.415,0,1989,9,A036
1/9/1989,Air India,Singapore,624,31.821,0,564,12.068,0,1989,9,A036
1/9/1989,Air New Zealand,New Zealand,35484,1562.348,41.458,37367,1696.302,22.962,1989,9,A042
1/9/1989,Air New Zealand,USA,1824,62.291,0,1979,7.663,0,1989,9,A042
1/9/1989,Alitalia,India,86,8.249,0,111,0.619,0.764,1989,9,A059
1/9/1989,Alitalia,Italy,2846,109.368,6.551,2118,52.778,2.41,1989,9,A059
1/9/1989,Alitalia,Singapore,524,23.103,1.796,421,102.633,0,1989,9,A059
1/9/1989,All Nippon Airways,Japan,3881,136.633,10.426,4439,187.467,0.102,1989,9,A061
1/9/1989,British Airways,Bahrain,172,0,0,21,1.3,0,1989,9,A135
1/9/1989,British Airways,India,67,1,0,189,0.2,0,1989,9,A135
1/9/1989,British Airways,New Zealand,2002,99.5,1.2,1632,20.4,1.2,1989,9,A135
1/9/1989,British Airways,Singapore,4289,78.4,0.8,3451,189,0,1989,9,A135
1/9/1989,British Airways,Thailand,1070,50,0.3,1100,28.7,0,1989,9,A135
1/9/1989,British Airways,UK,7165,346.3,64.8,7670,243.4,11,1989,9,A135
1/9/1989,British Airways,United Arab Emirates,28,0.4,0,137,120.5,0,1989,9,A135
1/9/1989,Garuda Indonesia,Indonesia,10720,497.812,4.845,11458,207.025,2.469,1989,9,A121
1/9/1989,Hawaiian Airlines,American Samoa,745,0,0,751,10.646,0.158,1989,9,A134
1/9/1989,Japan Airlines,Japan,8364,522.163,6.452,8321,511.253,1.635,1989,9,A147
1/9/1989,Malaysia Airlines,Malaysia,9101,367.044,22.482,7739,278.058,1.071,1989,9,A186
1/9/1989,Philippine Airlines,Philippines,4013,232.456,5.658,4029,180.507,2.036,1989,9,A199
1/9/1989,Qantas Airways,Argentina,113,0,0,187,0,0,1989,9,A201
1/9/1989,Qantas Airways,Bahrain,97,2.137,0.635,177,12.313,2.603,1989,9,A201
1/9/1989,Qantas Airways,Canada,1653,56.585,3.211,1389,9.364,5.012,1989,9,A201
1/9/1989,Qantas Airways,Fiji,3905,37.886,0.68,4515,38.518,5.165,1989,9,A201
1/9/1989,Qantas Airways,Germany,1910,487.454,10.737,1575,119.283,19.835,1989,9,A201
1/9/1989,Qantas Airways,Greece,1069,5.282,0.062,823,1.763,1.685,1989,9,A201
1/9/1989,Qantas Airways,Hong Kong,8873,340.641,0.83,8355,358.998,15.973,1989,9,A201
1/9/1989,Qantas Airways,India,10,23.635,0,225,0.04,0.078,1989,9,A201
1/9/1989,Qantas Airways,Indonesia,6943,124.046,0.883,7344,6.066,0.188,1989,9,A201
1/9/1989,Qantas Airways,Italy,1256,15.17,1.14,1292,8.652,1.661,1989,9,A201
1/9/1989,Qantas Airways,Japan,14322,609.82,29.909,13976,837.626,28.341,1989,9,A201
1/9/1989,Qantas Airways,Malaysia,1713,110.375,0,1007,21.38,1.753,1989,9,A201
1/9/1989,Qantas Airways,Malta,158,0,0,0,0,0,1989,9,A201
1/9/1989,Qantas Airways,Netherlands,300,13.106,1.664,214,2.459,2.938,1989,9,A201
1/9/1989,Qantas Airways,New Caledonia,1062,0.923,0.543,1393,56.662,1.912,1989,9,A201
1/9/1989,Qantas Airways,New Zealand,26071,1209.971,5.884,33958,1418.469,80.976,1989,9,A201
1/9/1989,Qantas Airways,Papua New Guinea,1970,7.61,3.211,2237,119.473,17.285,1989,9,A201
1/9/1989,Qantas Airways,Philippines,1506,43.969,0.341,1178,25.131,2.178,1989,9,A201
1/9/1989,Qantas Airways,Singapore,24139,660.436,12.153,20271,579.487,11.978,1989,9,A201
1/9/1989,Qantas Airways,Solomon Islands,252,0,0,388,0,0,1989,9,A201
1/9/1989,Qantas Airways,Tahiti,843,2.082,0.436,891,30.854,0.59,1989,9,A201
1/9/1989,Qantas Airways,Thailand,5771,143.232,3.962,5287,29.556,7.299,1989,9,A201
1/9/1989,Qantas Airways,UK,10924,451.534,6.119,10463,120.584,75.303,1989,9,A201
1/9/1989,Qantas Airways,USA,15799,1342.425,0.142,14599,456.144,40.219,1989,9,A201
1/9/1989,Qantas Airways,Zimbabwe,1494,37.061,0,1478,25.966,0.675,1989,9,A201
1/9/1989,Singapore Airlines,New Zealand,0,0,0,0,144.798,0,1989,9,A225
1/9/1989,Singapore Airlines,Singapore,24659,1401.919,106.421,22814,1309.375,18.94,1989,9,A225
1/9/1989,United Airlines,New Zealand,4085,130.499,0.262,4820,215.652,0,1989,9,A262
1/9/1989,United Airlines,USA,9658,94.235,22.674,9122,226.671,5.321,1989,9,A262
1/10/1989,Aerolineas Argentinas,Argentina,1002,0.603,0.255,1060,9.914,1.188,1989,10,A007
1/10/1989,Air China,China,915,19.129,0,760,12.526,0,1989,10,A020
1/10/1989,Air India,India,2470,167.028,0.426,1169,15.109,0,1989,10,A036
1/10/1989,Air India,Singapore,709,15.574,0,472,5.08,0,1989,10,A036
1/10/1989,Air New Zealand,New Zealand,35095,1783.018,35.66,32903,2788.616,25.906,1989,10,A042
1/10/1989,Air New Zealand,USA,2408,63.625,0,1233,7.513,0.011,1989,10,A042
1/10/1989,Alitalia,India,80,6.709,2.822,76,0.461,0.547,1989,10,A059
1/10/1989,Alitalia,Italy,2600,85.643,4.49,1097,42.556,2.699,1989,10,A059
1/10/1989,Alitalia,Singapore,540,23.53,5.578,289,66.614,0,1989,10,A059
1/10/1989,All Nippon Airways,Japan,3124,176.774,13.059,2979,426.625,0.03,1989,10,A061
1/10/1989,British Airways,Bahrain,272,2.5,0,16,7.8,0,1989,10,A135
1/10/1989,British Airways,India,222,2.2,0,133,6.5,0,1989,10,A135
1/10/1989,British Airways,Malaysia,56,0,0,0,0,0,1989,10,A135
1/10/1989,British Airways,New Zealand,1859,105.4,1.2,1982,20.4,1.7,1989,10,A135
1/10/1989,British Airways,Singapore,4741,82.5,1.5,2612,199.4,0.1,1989,10,A135
1/10/1989,British Airways,Thailand,1538,65.5,0.2,1096,28.4,0,1989,10,A135
1/10/1989,British Airways,UK,9353,371.7,76.3,5285,257.6,11.4,1989,10,A135
1/10/1989,British Airways,United Arab Emirates,15,1.3,0,168,121.5,0,1989,10,A135
1/10/1989,Garuda Indonesia,Indonesia,13040,523.272,3.42,10534,189.524,2.507,1989,10,A121
1/10/1989,Hawaiian Airlines,American Samoa,1027,0.69,0.048,466,7.255,0.068,1989,10,A134
1/10/1989,Japan Airlines,Japan,10340,506.19,58.041,8888,1309.92,2.648,1989,10,A147
1/10/1989,Malaysia Airlines,Malaysia,9897,400.76,12.631,6619,300.554,0.984,1989,10,A186
1/10/1989,Philippine Airlines,Philippines,4455,208.279,5.643,3531,207.174,1.884,1989,10,A199
1/10/1989,Qantas Airways,Argentina,155,0,0,59,0,0,1989,10,A201
1/10/1989,Qantas Airways,Bahrain,258,0.985,0.46,189,30.243,3.095,1989,10,A201
1/10/1989,Qantas Airways,Canada,1413,56.437,3.176,789,6.855,5.857,1989,10,A201
1/10/1989,Qantas Airways,Fiji,4120,15.302,0.683,4238,29.58,4.467,1989,10,A201
1/10/1989,Qantas Airways,Germany,2949,578.146,10.429,1502,95.059,27.826,1989,10,A201
1/10/1989,Qantas Airways,Greece,1006,5.935,0.044,335,2.952,0.859,1989,10,A201
1/10/1989,Qantas Airways,Hong Kong,11871,415.475,1.254,7190,624.297,16.372,1989,10,A201
1/10/1989,Qantas Airways,India,0,28.034,0,142,0.159,0.059,1989,10,A201
1/10/1989,Qantas Airways,Indonesia,8127,171.618,0.859,6605,3.089,0.541,1989,10,A201
1/10/1989,Qantas Airways,Italy,1731,60.488,0.838,493,13.462,1.945,1989,10,A201
1/10/1989,Qantas Airways,Japan,14142,700.706,30.229,12614,1366.906,31.522,1989,10,A201
1/10/1989,Qantas Airways,Malaysia,1879,83.787,0,888,8.1,1.717,1989,10,A201
1/10/1989,Qantas Airways,Netherlands,217,26.651,1.365,95,1.563,0.635,1989,10,A201
1/10/1989,Qantas Airways,New Caledonia,1321,3.032,0.631,1065,66.219,2.425,1989,10,A201
1/10/1989,Qantas Airways,New Zealand,29198,1502.432,8.208,31549,2059.392,87.188,1989,10,A201
1/10/1989,Qantas Airways,Papua New Guinea,1793,12.587,2.678,2057,154.365,17.073,1989,10,A201
1/10/1989,Qantas Airways,Philippines,1661,65.367,0.251,1236,38.208,2.581,1989,10,A201
1/10/1989,Qantas Airways,Singapore,27649,714.659,12.465,17153,708.001,12.236,1989,10,A201
1/10/1989,Qantas Airways,Solomon Islands,344,0,0,332,0,0,1989,10,A201
1/10/1989,Qantas Airways,Tahiti,1283,1.209,0.218,1095,53.505,0.699,1989,10,A201
1/10/1989,Qantas Airways,Thailand,7519,149.29,3.989,5118,23.842,8.218,1989,10,A201
1/10/1989,Qantas Airways,UK,12383,557.218,5.796,7225,161.677,85.879,1989,10,A201
1/10/1989,Qantas Airways,USA,16169,1551.989,0.102,11091,452.596,40.44,1989,10,A201
1/10/1989,Qantas Airways,Zimbabwe,1735,54.356,0,1284,34.195,0.74,1989,10,A201
1/10/1989,Singapore Airlines,New Zealand,0,0,0,0,139.263,0,1989,10,A225
1/10/1989,Singapore Airlines,Singapore,27630,1414.039,115.63,19042,1507.811,19.381,1989,10,A225
1/10/1989,United Airlines,New Zealand,5234,212.71,0,6322,293.494,0,1989,10,A262
1/10/1989,United Airlines,USA,11729,301.055,23.406,7697,369.82,8.101,1989,10,A262
1/11/1989,Aerolineas Argentinas,Argentina,1057,0.756,0.287,1332,4.06,1.324,1989,11,A007
1/11/1989,Air China,China,875,18.033,0,527,6.216,0,1989,11,A020
1/11/1989,Air India,India,2318,160.935,0.541,1313,17.681,0,1989,11,A036
1/11/1989,Air India,Singapore,558,14.541,0,503,6.431,0,1989,11,A036
1/11/1989,Air New Zealand,New Zealand,35174,1466.177,62.388,35694,2086.482,27.513,1989,11,A042
1/11/1989,Air New Zealand,USA,835,37.765,0,458,0.685,0.033,1989,11,A042
1/11/1989,Alitalia,India,128,6.215,0.092,171,0.659,0.584,1989,11,A059
1/11/1989,Alitalia,Italy,2332,95.328,9.45,1480,64.748,1.509,1989,11,A059
